Specified Values,Specified Attribute Names,Class,Fitness,Accuracy,Numerosity,Avg Match Set Size,TimeStamp GA,Iteration Initialized,Specificity,Deletion Probability,Correct Count,Match Count,Epoch Complete
"0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0","A_0, A_1, A_3, R_2, R_3, R_6, R_7",1.0,0.21405831560130767,0.8571428571428571,1,49.239999999999995,9895,8725,0.35,0.0003609759712418137,6,7,False
"0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0","A_0, A_1, A_2, A_3, R_6, R_9, R_15",1.0,1.0,1.0,2,37.6856192,9893,8729,0.35,0.0005525427698037832,11,11,False
"0.0, 0.0, 0.0, 0.0, 0.0","A_0, A_1, R_0, R_2, R_5",0.0,0.11506810774123744,0.8055555555555556,1,59.540025164806316,9931,8733,0.25,0.0004364849393100729,29,36,False
"0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0","A_0, A_1, A_2, A_3, R_8, R_14, R_15",1.0,0.02824752489999998,0.7,1,40.277376,9999,8737,0.35,0.00029527142405913313,7,10,False
"1.0, 0.0, 0.0, 0.0, 0.0, 0.0","A_0, A_1, A_3, R_8, R_10, R_14",0.0,1.0,1.0,3,38.74764518603227,9905,8738,0.3,0.0008521711324752957,21,21,False
"0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0","A_0, A_1, A_2, A_3, R_3, R_5, R_12",0.0,1.0,1.0,1,39.344,9834,8741,0.35,0.000288428891400039,8,8,False
"0.0, 1.0, 1.0, 1.0, 1.0, 1.0","A_0, A_2, A_3, R_1, R_3, R_7",1.0,1.0,1.0,1,54.050081716797436,9934,8742,0.3,0.0003962384391433865,18,18,False
"1.0, 0.0, 0.0, 1.0, 1.0, 1.0","A_1, A_2, A_3, R_4, R_6, R_15",1.0,0.10737418240000006,0.8,1,42.3136986112,9870,8747,0.3,0.0003101996030262247,12,15,False
"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0","A_1, A_2, A_3, R_1, R_8, R_9, R_12",0.0,0.0009765625,0.5,1,38.72,9884,8748,0.35,0.0002838543786856829,3,6,False
"1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0","A_0, A_1, A_2, A_3, R_2, R_7, R_11",1.0,0.04139739548230255,0.7272727272727273,1,38.7767552,9952,8749,0.35,0.00028427044821133327,8,11,False
"0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0","A_0, A_1, A_2, R_1, R_3, R_12, R_15",1.0,0.2630755761638284,0.875,2,59.592,9831,8757,0.35,0.000873731928442005,7,8,False
"1.0, 0.0, 0.0, 1.0, 1.0, 1.0","A_0, A_3, R_3, R_12, R_14, R_15",1.0,0.0449794624657894,0.7333333333333333,1,49.45657567232,9723,8758,0.3,0.000362563676637083,11,15,False
"0.0, 0.0, 0.0, 1.0, 0.0, 0.0","A_1, A_3, R_2, R_5, R_6, R_10",0.0,0.10737418240000006,0.8,1,44.89571272704,9906,8759,0.3,0.0003291282190543607,12,15,False
"0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0","A_1, A_2, A_3, R_2, R_7, R_8, R_11",0.0,1.0,1.0,1,49.675200000000004,9799,8760,0.35,0.00036416640062208257,8,8,False
"0.0, 0.0, 0.0, 1.0, 1.0, 1.0","A_0, A_1, A_2, A_3, R_1, R_15",1.0,1.0,1.0,1,49.01471600882536,9991,8770,0.3,0.0003593244255976322,22,22,False
"1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0","A_1, R_3, R_4, R_5, R_10, R_12, R_15",0.0,0.0009765625,0.5,1,44.2096,9817,8776,0.35,0.00032409836105223573,4,8,False
"0.0, 1.0, 0.0, 0.0, 0.0","A_2, A_3, R_0, R_9, R_13",0.0,0.07015616050000682,0.7666666666666667,1,53.575615294678634,9998,8777,0.25,0.00039276014959127516,23,30,False
"0.0, 0.0, 1.0, 1.0, 1.0, 1.0","A_0, A_1, A_2, A_3, R_3, R_11",1.0,1.0,1.0,2,51.97125984838746,9798,8778,0.3,0.0007619974005049691,21,21,False
"0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0","A_0, A_1, A_2, A_3, R_0, R_5, R_8",1.0,1.0,1.0,2,39.25,9954,8782,0.35,0.0005754795642258809,4,4,False
"0.0, 0.0, 1.0, 1.0, 1.0","A_0, A_2, A_3, R_1, R_11",1.0,0.23906771605510008,0.8666666666666667,1,44.63011944072891,9954,8784,0.25,0.0003271811679885311,26,30,False
"1.0, 0.0, 0.0, 1.0, 1.0, 1.0","A_0, A_1, A_2, A_3, R_1, R_2",1.0,0.04717852373687206,0.7368421052631579,1,42.79519950231962,9996,8786,0.3,0.0003137294619178921,14,19,False
"0.0, 0.0, 1.0, 1.0, 1.0, 1.0","A_1, A_2, A_3, R_1, R_4, R_9",1.0,1.0,1.0,1,48.269247137205454,9996,8786,0.3,0.0003538594306755458,21,21,False
"0.0, 1.0, 1.0, 1.0, 0.0","A_0, A_1, A_2, R_6, R_12",1.0,0.1615055828898458,0.8333333333333334,1,44.30272755914549,9895,8788,0.25,0.0003247810745191716,30,36,False
"0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0","A_0, A_1, A_2, R_6, R_7, R_8, R_9",1.0,1.0,1.0,1,49.6,9911,8797,0.35,0.00036361511319240377,6,6,False
"0.0, 0.0, 0.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, A_3, R_0, R_9",0.0,1.0,1.0,1,50.86979749003264,9971,8802,0.3,0.0003729239349276789,18,18,False
"0.0, 0.0, 0.0, 0.0, 1.0, 1.0","A_1, A_2, R_0, R_1, R_3, R_7",0.0,0.09405385072968116,0.7894736842105263,1,52.818423470424065,9998,8805,0.3,0.0003872092142911807,15,19,False
"1.0, 0.0, 0.0, 1.0, 1.0, 1.0","A_0, A_2, A_3, R_4, R_12, R_13",1.0,0.0023312328394264987,0.5454545454545454,1,36.570688000000004,9979,8814,0.3,0.0002680978801742759,6,11,False
"1.0, 1.0, 0.0, 0.0, 0.0","A_0, A_2, A_3, R_10, R_14",0.0,1.0,1.0,3,44.116097008918096,9974,8815,0.25,0.0009702386859377914,24,24,False
"1.0, 1.0, 0.0, 0.0, 0.0, 0.0","A_0, A_2, R_10, R_11, R_14, R_15",0.0,1.0,1.0,1,55.68434829312,9905,8816,0.3,0.0004082191654767755,15,15,False
"0.0, 0.0, 1.0, 1.0, 0.0","A_0, A_1, A_2, R_2, R_7",1.0,0.23906771605510008,0.8666666666666667,2,48.337538185485904,9983,8817,0.25,0.0007087201378531288,26,30,False
"1.0, 0.0, 1.0, 0.0, 0.0, 1.0","A_1, A_2, A_3, R_4, R_12, R_13",1.0,0.056313514709472656,0.75,2,43.59691007503237,9993,8824,0.3,0.014700399969558667,15,20,False
"0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, A_3, R_4, R_5, R_10, R_11",0.0,1.0,1.0,1,46.76672,9879,8827,0.4,0.0003428444795652712,9,9,False
"0.0, 0.0, 1.0, 1.0, 1.0, 1.0","A_0, A_1, A_2, A_3, R_3, R_5",1.0,1.0,1.0,1,53.25231887794176,9957,8832,0.3,0.0003903900797693704,18,18,False
"0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0","A_1, A_2, A_3, R_0, R_3, R_4, R_11",1.0,1.0,1.0,1,42.71998208,9755,8832,0.35,0.0003131780467660617,12,12,False
"0.0, 1.0, 1.0, 1.0","A_0, A_2, A_3, R_7",1.0,0.12990477935188902,0.8153846153846154,1,53.359357181091,9994,8833,0.2,0.0003911747722031513,53,65,False
"0.0, 0.0, 0.0, 0.0, 1.0, 0.0","A_0, A_1, A_2, R_0, R_3, R_14",0.0,0.012054376104299195,0.6428571428571429,1,51.4806495232,9773,8836,0.3,0.0003774020605563878,9,14,False
"0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, A_3, R_4, R_9, R_14",0.0,1.0,1.0,1,41.480000000000004,9929,8840,0.35,0.00030408780030687316,6,6,False
"0.0, 0.0, 1.0, 0.0, 0.0","A_1, A_2, A_3, R_1, R_15",0.0,0.06950986232378248,0.7659574468085106,1,48.68725319577063,9923,8844,0.25,0.0003569238121332129,36,47,False
"1.0, 0.0, 0.0, 0.0","A_0, A_2, A_3, R_12",0.0,0.11151141855692943,0.803030303030303,1,42.55666419995104,9986,8845,0.2,0.0003119807715757321,53,66,False
"1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0","A_0, A_2, A_3, R_0, R_3, R_8, R_12",0.0,1.0,1.0,1,47.252159999999996,9807,8845,0.35,0.00034640321586664456,10,10,False
"0.0, 0.0, 0.0, 0.0","A_0, A_3, R_2, R_4",0.0,0.050876994138704085,0.7424242424242424,1,44.320439352382095,9984,8849,0.2,0.004135315946096388,49,66,False
"1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0","A_2, A_3, R_2, R_6, R_10, R_11, R_12",1.0,0.010890643668188604,0.6363636363636364,1,47.8483584,9893,8851,0.35,0.0003507739164452964,7,11,False
"1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0","A_1, R_5, R_10, R_12, R_13, R_14, R_15",1.0,0.009094947017729282,0.625,1,47.688,9787,8854,0.35,0.00034959833705482563,5,8,False
"1.0, 0.0, 0.0, 1.0, 0.0, 1.0","A_0, A_1, A_2, R_8, R_11, R_14",1.0,0.006046617599999997,0.6,1,44.14717377337753,9996,8863,0.3,0.03465903656125463,12,20,False
"0.0, 1.0, 1.0, 0.0, 1.0, 1.0","A_0, A_2, A_3, R_7, R_8, R_14",0.0,0.1968744043407226,0.85,1,52.43596657312399,9948,8864,0.3,0.00038440544195241086,17,20,False
"0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0","A_0, A_2, A_3, R_4, R_6, R_9, R_11",0.0,0.004562132974169934,0.5833333333333334,1,45.91367424,9958,8870,0.35,0.0003365908438680797,7,12,False
"0.0, 0.0, 0.0, 1.0, 0.0, 1.0","A_0, A_2, A_3, R_0, R_12, R_14",1.0,0.04139739548230255,0.7272727272727273,1,37.0585344,9975,8871,0.3,0.00027167425767339896,8,11,False
"1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, A_3, R_2, R_3, R_8, R_9, R_10",0.0,0.06315377880819142,0.9375,1,48.00175650816,8872,8872,0.45,0.00035189847028525807,0,0,False
"0.0, 0.0, 1.0, 0.0, 1.0, 1.0","A_1, A_3, R_2, R_4, R_7, R_10",1.0,0.012054376104299195,0.6428571428571429,1,51.736313344,9669,8874,0.3,0.0003792763192083917,9,14,False
"0.0, 1.0, 0.0, 1.0, 0.0, 1.0","A_0, A_1, A_3, R_6, R_9, R_12",1.0,0.30794614765743855,0.8888888888888888,1,45.62944077365248,9989,8875,0.3,0.00033450714257697036,16,18,False
"0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0","A_0, A_1, A_2, A_3, R_3, R_10, R_11",1.0,1.0,1.0,2,55.501439999999995,9798,8876,0.35,0.000813756547900863,10,10,False
"1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0","A_0, A_1, A_2, A_3, R_2, R_4, R_13",1.0,2.86797199079244e-10,0.1111111111111111,1,39.608959999999996,9272,8880,0.35,0.0002903712998756732,1,9,False
"1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0","A_0, A_1, A_3, R_2, R_4, R_12, R_13",1.0,0.017341529915832606,0.6666666666666666,1,52.0,9272,8880,0.35,0.00038120939286300393,2,3,False
"1.0, 0.0, 0.0, 1.0, 1.0, 1.0","A_0, A_1, A_2, A_3, R_8, R_9",1.0,1.0,1.0,1,46.86946453790523,9996,8883,0.3,0.00034359769462132586,21,21,False
"0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0","A_0, A_3, R_1, R_2, R_3, R_6, R_8, R_14",1.0,1.0,1.0,1,65.0,9798,8885,0.4,0.0004765117410787549,2,2,False
"0.0, 0.0, 0.0, 0.0, 0.0, 1.0","A_0, A_1, A_3, R_0, R_2, R_3",0.0,1.0,1.0,1,52.35482437544313,9947,8886,0.3,0.0003838105925694591,21,21,False
"0.0, 0.0, 1.0, 1.0, 1.0, 0.0","A_1, A_2, A_3, R_1, R_9, R_11",1.0,1.0,1.0,1,46.47317047001088,9996,8893,0.3,0.0003406924826786871,18,18,False
"0.0, 1.0, 0.0, 1.0, 0.0, 1.0","A_1, A_2, A_3, R_10, R_11, R_12",1.0,0.27850097600940216,0.88,1,59.46666703601509,9874,8894,0.3,0.00043594715454587925,22,25,False
"1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0","A_0, A_1, A_2, A_3, R_1, R_2, R_5, R_6, R_11",0.0,1.0,1.0,1,55.0,9868,8895,0.45,0.00040320224245125413,3,3,False
"0.0, 0.0, 1.0, 1.0, 0.0, 1.0","A_0, A_1, A_2, A_3, R_3, R_14",0.0,1.0,1.0,1,50.079408988160004,9673,8896,0.3,0.0003671296364483565,15,15,False
"0.0, 0.0, 1.0, 1.0, 0.0","A_1, A_2, R_8, R_9, R_14",1.0,0.15251042646196802,0.8285714285714286,1,45.3876325405112,9999,8898,0.25,0.0003327344585434114,29,35,False
"1.0, 1.0, 0.0, 1.0, 0.0","A_1, A_2, R_6, R_9, R_14",0.0,0.14347992566424797,0.8235294117647058,1,46.350285538378834,9881,8900,0.25,0.0003397916194060051,28,34,False
"1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0","A_0, A_1, A_2, A_3, R_1, R_2, R_5, R_6",0.0,0.0009765625,0.5,1,49.5,9868,8901,0.4,0.00036288201820612874,2,4,False
"1.0, 0.0, 1.0, 1.0, 1.0","A_1, A_2, A_3, R_13, R_14",1.0,0.06701067811768915,0.7631578947368421,1,37.67370068106688,9963,8904,0.25,0.0002761840108371547,29,38,False
"0.0, 1.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, R_4, R_5",0.0,1.0,1.0,3,48.67204280356251,9929,8905,0.25,0.0010704369165316272,40,40,False
"1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0","A_0, A_1, A_2, A_3, R_1, R_2, R_11",1.0,1.0,1.0,1,32.8,9997,8908,0.35,0.00024045515549820246,5,5,False
"0.0, 0.0, 1.0, 0.0, 0.0, 1.0","A_0, A_1, A_2, A_3, R_2, R_12",0.0,1.0,1.0,1,60.374504079359994,9947,8909,0.3,0.000442602462394188,15,15,False
"1.0, 0.0, 1.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, A_3, R_8, R_11",0.0,1.0,1.0,2,51.514662400000006,9823,8913,0.3,0.0007553028145017931,11,11,False
"1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0","A_0, A_1, A_2, A_3, R_2, R_5, R_11",0.0,1.0,1.0,1,37.25,9799,8913,0.35,0.0002730778823874403,4,4,False
"0.0, 0.0, 0.0, 0.0, 1.0","A_0, A_1, A_2, A_3, R_0",1.0,1.0,1.0,7,41.776762955324656,9999,8915,0.25,0.002143843482574358,36,36,False
"0.0, 1.0, 0.0, 0.0, 1.0, 0.0","A_0, A_1, A_2, R_0, R_4, R_14",1.0,0.2630755761638284,0.875,1,32.9648,9891,8918,0.3,0.00024166329603558367,7,8,False
"0.0, 1.0, 1.0, 1.0, 0.0, 1.0","A_0, A_1, A_3, R_4, R_5, R_11",0.0,0.03457161303360778,0.7142857142857143,1,37.3870055424,9995,8919,0.3,0.0002740822631496936,10,14,False
"1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0","A_0, A_1, R_7, R_10, R_12, R_14, R_15",1.0,0.38554328942953164,0.9090909090909091,1,64.7624704,9932,8921,0.35,0.0004747704234902358,10,11,False
"0.0, 0.0, 0.0, 1.0, 0.0, 1.0","A_2, A_3, R_0, R_2, R_8, R_12",0.0,0.030713071210289808,0.7058823529411765,1,43.446157420953604,9915,8924,0.3,0.000318501601782158,12,17,False
"0.0, 0.0, 0.0, 0.0, 0.0, 0.0","A_0, A_3, R_0, R_4, R_6, R_14",0.0,0.30794614765743855,0.8888888888888888,1,52.604567888855044,9947,8932,0.3,0.00038564144974482893,16,18,False
"1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0","A_0, A_1, R_1, R_2, R_5, R_13, R_15",1.0,0.010890643668188604,0.6363636363636364,1,45.016409599999996,9901,8936,0.35,0.00033001304177862113,7,11,False
"1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, A_3, R_0, R_5, R_8, R_13",0.0,1.0,1.0,1,33.540800000000004,9869,8937,0.4,0.0002458859231565278,8,8,False
"0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0","A_0, A_2, A_3, R_0, R_2, R_6, R_9, R_10, R_14",0.0,1.0,1.0,1,56.0,9369,8940,0.45,0.0004105331923140042,1,1,False
"0.0, 1.0, 0.0, 1.0, 1.0, 1.0","A_0, A_1, A_2, A_3, R_2, R_5",1.0,1.0,1.0,3,36.219600781311996,9954,8941,0.3,0.0007965722321298651,16,16,False
"0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0","A_0, A_1, R_0, R_1, R_3, R_5, R_10",0.0,0.006046617599999997,0.6,1,48.996224,9827,8946,0.35,0.0003591888616080719,6,10,False
"0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0","A_0, A_1, A_2, A_3, R_0, R_1, R_8, R_9, R_14",1.0,1.0,1.0,1,47.0,9632,8949,0.45,0.00034455464354925355,1,1,False
"1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0","A_0, A_1, A_2, A_3, R_0, R_9, R_10, R_15",1.0,1.0,1.0,1,51.5,9904,8951,0.4,0.00037754391793162886,4,4,False
"1.0, 1.0, 0.0, 1.0, 1.0, 1.0","A_0, A_1, A_3, R_12, R_14, R_15",1.0,1.0,1.0,1,58.647040000000004,9932,8953,0.3,0.0004299385098386982,10,10,False
"1.0, 0.0, 1.0, 0.0, 1.0","A_0, A_1, A_3, R_2, R_9",1.0,0.10737418240000006,0.8,1,41.50086880437128,9937,8957,0.25,0.00030424078846541454,28,35,False
"0.0, 0.0, 0.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, A_3, R_0, R_2",0.0,1.0,1.0,1,49.294076694527995,9971,8958,0.3,0.0003613724047781417,17,17,False
"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, A_3, R_0, R_2, R_4, R_5, R_10, R_15",0.0,1.0,1.0,1,40.0,9297,8958,0.5,0.000293237994510003,1,1,False
"0.0, 1.0, 1.0, 0.0, 0.0, 0.0","A_0, A_1, A_3, R_2, R_7, R_10",0.0,0.24718470612186558,0.8695652173913043,1,41.82256968833664,9948,8962,0.3,0.00030659916151656695,20,23,False
"0.0, 1.0, 1.0, 1.0, 1.0, 0.0","A_0, A_1, A_3, R_1, R_7, R_13",1.0,0.1253815679310719,0.8125,1,51.080363700224,9934,8963,0.3,0.00037446758525738104,13,16,False
"1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0","A_0, A_1, A_3, R_0, R_2, R_7, R_8, R_10",1.0,1.0,1.0,1,48.712,9979,8972,0.4,0.0003571052297142817,7,7,False
"1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, A_3, R_2, R_9, R_15",0.0,1.0,1.0,1,41.5,9930,8976,0.35,0.0003042344193041281,4,4,False
"0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0","A_0, A_1, A_2, A_3, R_2, R_5, R_12",0.0,1.0,1.0,1,47.12,9596,8978,0.35,0.00034543435753278353,6,6,False
"1.0, 1.0, 0.0, 1.0, 1.0, 1.0","A_0, A_1, A_3, R_1, R_7, R_14",1.0,0.10737418240000006,0.8,1,46.4624,9723,8989,0.3,0.00034061352490303914,8,10,False
"0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0","A_0, A_1, A_2, A_3, R_1, R_2, R_3, R_6, R_8",1.0,1.0,1.0,1,62.0,9798,8990,0.45,0.0004545188914905047,1,1,False
"0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0","A_0, A_1, A_2, A_3, R_0, R_6, R_8, R_15",1.0,1.0,1.0,1,42.5,9839,8997,0.4,0.0003115653691668782,4,4,False
"1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0","A_0, A_2, A_3, R_0, R_4, R_5, R_8, R_11",0.0,1.0,1.0,1,46.75,9888,9003,0.4,0.000342721906083566,4,4,False
"0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0","A_0, A_1, R_4, R_5, R_6, R_10, R_12",0.0,1.0,1.0,1,49.904128,9763,9005,0.35,0.0003658446603122622,10,10,False
"1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0","A_1, A_2, R_0, R_6, R_7, R_8, R_9",1.0,0.00010485760000000006,0.4,1,48.6,9911,9006,0.35,0.0003562841633296537,2,5,False
"1.0, 1.0, 1.0, 0.0, 0.0, 1.0","A_0, A_1, A_3, R_4, R_8, R_13",1.0,0.030713071210289808,0.7058823529411765,1,48.635215583641596,9902,9008,0.3,0.0003565423270077177,12,17,False
"0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0","A_0, A_3, R_2, R_4, R_7, R_14, R_15",0.0,0.017341529915832606,0.6666666666666666,1,44.480000000000004,9762,9009,0.35,0.00032608064989512336,4,6,False
"0.0, 0.0, 0.0, 0.0","A_2, A_3, R_9, R_12",0.0,0.06366503306487663,0.7592592592592593,1,50.87430935626561,9971,9016,0.2,0.0037933563419379206,41,54,False
"0.0, 0.0, 1.0, 1.0","A_0, A_1, A_2, R_2",1.0,0.2204003315841464,0.8596491228070176,2,49.016223314327675,9983,9017,0.2,0.0007186709511573951,49,57,False
"0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0","A_0, A_1, A_2, R_3, R_5, R_7, R_12, R_15",1.0,1.0,1.0,1,57.5,9789,9017,0.4,0.0004215296171081293,2,2,False
"0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, A_3, R_6, R_7, R_8, R_10, R_14",0.0,1.0,1.0,1,42.333333333333336,9871,9019,0.45,0.0003103435441897532,3,3,False
"0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0","A_1, A_2, A_3, R_0, R_5, R_6, R_8, R_11, R_12",0.0,0.1,1.0,1,48.666666666666664,9021,9021,0.45,0.00035677289332050366,0,0,False
"0.0, 1.0, 1.0, 0.0, 0.0, 1.0","A_0, A_2, A_3, R_1, R_7, R_8",0.0,0.03861077083162305,0.7222222222222222,1,54.142964506296316,9763,9024,0.3,0.0003969193582163152,13,18,False
"1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0","A_1, A_3, R_4, R_5, R_6, R_7, R_8, R_13, R_14",0.0,0.0009765625,0.5,1,53.0,9948,9024,0.45,0.000388540342725754,1,2,False
"1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, A_3, R_8, R_10, R_14",0.0,1.0,1.0,3,44.92,9905,9025,0.35,0.0009879188035042002,6,6,False
"0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0","A_0, A_1, A_2, A_3, R_5, R_12, R_15",0.0,1.0,1.0,1,40.6,9691,9032,0.35,0.00029763656442765305,5,5,False
"0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0","A_0, A_1, R_0, R_5, R_6, R_8, R_10, R_14",0.0,0.0009765625,0.5,1,42.5,9039,9039,0.4,0.0003115653691668782,1,2,False
"0.0, 0.0, 0.0, 0.0","A_0, A_1, R_0, R_2",0.0,0.13986145654401227,0.8214285714285714,1,60.668908300425045,9971,9041,0.2,0.0004447607249781979,46,56,False
"0.0, 0.0, 1.0, 0.0, 1.0, 0.0","A_0, A_2, A_3, R_0, R_5, R_8",1.0,0.017341529915832606,0.6666666666666666,1,46.62272,9954,9043,0.3,0.0003417888227850352,6,9,False
"1.0, 1.0, 0.0, 0.0, 1.0, 0.0","A_0, A_1, A_2, R_7, R_11, R_12",0.0,0.02824752489999998,0.7,1,44.53015579572306,9856,9050,0.3,0.007483416177651534,14,20,False
"0.0, 0.0, 0.0, 1.0, 0.0, 0.0","A_2, A_3, R_1, R_6, R_8, R_12",0.0,0.07253815028640576,0.7692307692307693,1,51.24595968,9971,9050,0.3,0.0003756815610825919,10,13,False
"0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0","A_0, A_2, A_3, R_0, R_6, R_9, R_15",1.0,0.0449794624657894,0.7333333333333333,1,44.5517175808,9987,9054,0.35,0.0003266064078842459,11,15,False
"0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0","A_0, A_2, A_3, R_1, R_5, R_10, R_13",1.0,0.0028007538972582447,0.5555555555555556,1,42.41824,9946,9055,0.35,0.00031096599070609975,5,9,False
"0.0, 1.0, 1.0, 1.0, 1.0, 1.0","A_0, A_1, A_2, A_3, R_3, R_7",1.0,1.0,1.0,5,57.059089620992,9994,9062,0.3,0.0020914866261282777,16,16,False
"1.0, 1.0, 1.0, 1.0, 0.0, 0.0","A_0, A_2, A_3, R_2, R_10, R_11",0.0,0.007788724579811145,0.6153846153846154,1,43.485464064,9969,9064,0.3,0.00031878975681160415,8,13,False
"0.0, 0.0, 1.0, 1.0, 1.0","A_2, A_3, R_0, R_4, R_14",1.0,0.2934572750251115,0.8846153846153846,1,44.22503130069698,9975,9065,0.25,0.00032421148714396235,23,26,False
"1.0, 1.0, 1.0, 0.0, 0.0, 0.0","A_0, A_2, A_3, R_5, R_11, R_12",0.0,0.056313514709472656,0.75,1,48.7223107584,9972,9066,0.3,0.000357180817367159,12,16,False
"0.0, 0.0, 0.0, 0.0, 0.0","A_0, A_2, R_0, R_4, R_5",0.0,0.7124713937580671,0.9666666666666667,1,56.74002800268141,9950,9067,0.25,0.00041595830049869273,29,30,False
"1.0, 1.0, 0.0, 0.0, 1.0, 1.0","A_1, A_2, A_3, R_0, R_10, R_12",1.0,0.012865824938866758,0.6470588235294118,1,51.91632515645439,9966,9068,0.3,0.0003805959767801976,11,17,False
"1.0, 1.0, 0.0, 0.0, 0.0, 0.0","A_0, A_2, R_1, R_11, R_14, R_15",0.0,0.23906771605510008,0.8666666666666667,1,57.920070287360005,9967,9074,0.3,0.00042460913132359653,13,15,False
"0.0, 0.0, 0.0, 0.0, 1.0","A_0, A_1, A_3, R_0, R_13",0.0,0.0921709536442885,0.7878787878787878,1,50.25152490138726,9950,9075,0.25,0.00036839140957880694,26,33,False
"1.0, 1.0, 1.0, 1.0","A_1, A_3, R_7, R_15",1.0,0.33887097580227143,0.8974358974358975,1,53.62170560255011,9994,9076,0.2,0.0003930980353274397,35,39,False
"1.0, 0.0, 1.0, 1.0, 1.0, 1.0","A_1, A_3, R_2, R_5, R_6, R_14",1.0,0.056313514709472656,0.75,1,46.7248,9824,9079,0.3,0.00034253716614702476,6,8,False
"1.0, 1.0, 1.0, 1.0, 0.0","A_0, A_1, A_3, R_10, R_15",0.0,0.09846874009910023,0.7931034482758621,1,48.36114059945384,9990,9081,0.25,0.00035453309704000323,23,29,False
"1.0, 1.0, 0.0, 0.0, 0.0","A_2, A_3, R_7, R_11, R_15",0.0,0.2630755761638284,0.875,1,52.763539403085794,9976,9083,0.25,0.00038680686194526,21,24,False
